exercise_name,muscle_slug,role,activation_pct
Cable Cross-over Lateral Pulldown,rhomboids,secondary,40
Cable Cross-over Lateral Pulldown,posterior_deltoid,secondary,38
Cable Cross-over Reverse Fly,posterior_deltoid,primary,85
Cable Cross-over Reverse Fly,rhomboids,secondary,50
Cable Cross-over Reverse Fly,trapezius,secondary,45
Cable Cross-over Variation,pectoralis_major,primary,90
Cable Cross-over Variation,lateral_deltoid,secondary,40
Cable Cross-over Variation,triceps_brachii,secondary,35
Cable Curl,biceps_brachii,primary,90
Cable Curl,forearms,secondary,45
Cable Deadlift,gluteus_maximus,primary,85
Cable Deadlift,hamstrings,secondary,50
Cable Deadlift,quadriceps,secondary,40
Cable Deadlift,erector_spinae,secondary,55
Cable Decline Fly,pectoralis_major,primary,90
Cable Decline Fly,lateral_deltoid,secondary,40
Cable Decline Fly,triceps_brachii,secondary,45
Cable Decline One Arm Press,pectoralis_major,primary,85
Cable Decline One Arm Press,triceps_brachii,secondary,50
Cable Decline One Arm Press,anterior_deltoid,secondary,45
Cable Decline Press,pectoralis_major,primary,85
Cable Decline Press,triceps_brachii,secondary,50
Cable Decline Press,anterior_deltoid,secondary,45
Cable Decline Seated Wide-grip Row,trapezius,primary,85
Cable Decline Seated Wide-grip Row,biceps_brachii,secondary,50
Cable Decline Seated Wide-grip Row,forearms,secondary,55
Cable Drag Curl,biceps_brachii,primary,85
Cable Drag Curl,forearms,secondary,45
Cable Floor Seated Wide-grip Row,trapezius,primary,80
Cable Floor Seated Wide-grip Row,biceps_brachii,secondary,45
Cable Floor Seated Wide-grip Row,forearms,secondary,40
Cable Forward Raise,lateral_deltoid,primary,80
Cable Forward Raise,triceps_brachii,secondary,40
Cable Forward Raise,forearms,secondary,35
Cable Front Raise,anterior_deltoid,primary,88
Cable Front Raise,triceps_brachii,secondary,40
Cable Front Raise,forearms,secondary,45
Cable Front Shoulder Raise,anterior_deltoid,primary,85
Cable Front Shoulder Raise,trapezius,secondary,45
Cable Front Shoulder Raise,biceps_brachii,secondary,35
Cable Hammer Curl (with Rope),biceps_brachii,primary,80
Cable Hammer Curl (with Rope),forearms,secondary,55
Cable High Pulley Overhead Tricep Extension,triceps_brachii,primary,90
Cable High Pulley Overhead Tricep Extension,anterior_deltoid,secondary,45
Cable High Row (kneeling),trapezius,primary,85
Cable High Row (kneeling),biceps_brachii,secondary,55
Cable High Row (kneeling),lateral_deltoid,secondary,40
Cable Hip Adduction,adductors,primary,88
Cable Hip Adduction,gluteus_maximus,secondary,38
Cable Hip Adduction,quadriceps,secondary,32
Cable Incline Bench Press,pectoralis_major,primary,90
Cable Incline Bench Press,anterior_deltoid,secondary,55
Cable Incline Bench Press,triceps_brachii,secondary,50
Cable Incline Bench Row,trapezius,primary,80
Cable Incline Bench Row,biceps_brachii,secondary,55
Cable Incline Bench Row,posterior_deltoid,secondary,45
Cable Incline Fly,pectoralis_major,primary,88
Cable Incline Fly,lateral_deltoid,secondary,40
Cable Incline Fly,triceps_brachii,secondary,32
Cable Incline Fly (on Stability Ball),pectoralis_major,primary,88
Cable Incline Fly (on Stability Ball),lateral_deltoid,secondary,40
Cable Incline Fly (on Stability Ball),triceps_brachii,secondary,35
Cable Incline Pushdown,latissimus_dorsi,primary,85
Cable Incline Pushdown,triceps_brachii,secondary,45
Cable Incline Pushdown,lateral_deltoid,secondary,38
Cable Incline Triceps Extension,triceps_brachii,primary,90
Cable Incline Triceps Extension,lateral_deltoid,secondary,40
Cable Judo Flip,rectus_abdominis,primary,85
Cable Judo Flip,obliques,secondary,55
Cable Judo Flip,lateral_deltoid,secondary,45
Cable Kickback,triceps_brachii,primary,85
Cable Kickback,lateral_deltoid,secondary,45
Cable Kneeling Crunch,rectus_abdominis,primary,80
Cable Kneeling Crunch,obliques,secondary,45
Cable Kneeling Rear Delt Row (with Rope) (male),posterior_deltoid,primary,90
Cable Kneeling Rear Delt Row (with Rope) (male),trapezius,secondary,55
Cable Kneeling Rear Delt Row (with Rope) (male),rhomboids,secondary,55
Cable Kneeling Rear Delt Row (with Rope) (male),biceps_brachii,secondary,45
Cable Kneeling Triceps Extension,triceps_brachii,primary,92
Cable Kneeling Triceps Extension,lateral_deltoid,secondary,45
Cable Lat Pulldown Full Range Of Motion,latissimus_dorsi,primary,85
Cable Lat Pulldown Full Range Of Motion,biceps_brachii,secondary,50
Cable Lat Pulldown Full Range Of Motion,rhomboids,secondary,45
Cable Lat Pulldown Full Range Of Motion,posterior_deltoid,secondary,40
Cable Lateral Pulldown (with Rope Attachment),latissimus_dorsi,primary,85
Cable Lateral Pulldown (with Rope Attachment),biceps_brachii,secondary,55
Cable Lateral Pulldown (with Rope Attachment),forearms,secondary,50
Cable Lateral Pulldown With V-bar,latissimus_dorsi,primary,88
Cable Lateral Pulldown With V-bar,biceps_brachii,secondary,50
Cable Lateral Pulldown With V-bar,forearms,secondary,45
Cable Lateral Raise,lateral_deltoid,primary,90
Cable Lateral Raise,trapezius,secondary,45
Cable Lateral Raise,triceps_brachii,secondary,35
Cable Low Fly,pectoralis_major,primary,85
Cable Low Fly,lateral_deltoid,secondary,35
Cable Low Fly,triceps_brachii,secondary,35
Cable Low Seated Row,trapezius,primary,90
Cable Low Seated Row,biceps_brachii,secondary,55
Cable Low Seated Row,forearms,secondary,50
Cable Lying Bicep Curl,biceps_brachii,primary,90
Cable Lying Bicep Curl,forearms,secondary,45
Cable Lying Close-grip Curl,biceps_brachii,primary,90
Cable Lying Close-grip Curl,forearms,secondary,50
Cable Lying Extension Pullover (with Rope Attachment),latissimus_dorsi,primary,88
Cable Lying Extension Pullover (with Rope Attachment),triceps_brachii,secondary,52
Cable Lying Extension Pullover (with Rope Attachment),lateral_deltoid,secondary,38
Cable Lying Fly,pectoralis_major,primary,82
Cable Lying Fly,lateral_deltoid,secondary,45
Cable Lying Fly,triceps_brachii,secondary,35
Cable Lying Triceps Extension V. 2,triceps_brachii,primary,90
Cable Lying Triceps Extension V. 2,lateral_deltoid,secondary,40
Cable Middle Fly,pectoralis_major,primary,88
Cable Middle Fly,lateral_deltoid,secondary,42
Cable Middle Fly,triceps_brachii,secondary,36
Cable One Arm Bent Over Row,trapezius,primary,80
Cable One Arm Bent Over Row,biceps_brachii,secondary,50
Cable One Arm Bent Over Row,forearms,secondary,55
Cable One Arm Curl,biceps_brachii,primary,85
Cable One Arm Curl,forearms,secondary,45
Cable One Arm Decline Chest Fly,pectoralis_major,primary,85
Cable One Arm Decline Chest Fly,anterior_deltoid,secondary,45
Cable One Arm Decline Chest Fly,triceps_brachii,secondary,35
Cable One Arm Fly On Exercise Ball,pectoralis_major,primary,85
Cable One Arm Fly On Exercise Ball,lateral_deltoid,secondary,40
Cable One Arm Fly On Exercise Ball,triceps_brachii,secondary,35
Cable One Arm Incline Fly On Exercise Ball,pectoralis_major,primary,85
Cable One Arm Incline Fly On Exercise Ball,lateral_deltoid,secondary,40
Cable One Arm Incline Fly On Exercise Ball,triceps_brachii,secondary,35
Cable One Arm Incline Press,pectoralis_major,primary,88
Cable One Arm Incline Press,anterior_deltoid,secondary,52
Cable One Arm Incline Press,triceps_brachii,secondary,46
Cable One Arm Incline Press On Exercise Ball,pectoralis_major,primary,85
Cable One Arm Incline Press On Exercise Ball,anterior_deltoid,secondary,50
Cable One Arm Incline Press On Exercise Ball,triceps_brachii,secondary,55
Cable One Arm Lateral Bent-over,pectoralis_major,primary,70
Cable One Arm Lateral Bent-over,posterior_deltoid,secondary,55
Cable One Arm Lateral Bent-over,trapezius,secondary,50
Cable One Arm Lateral Raise,lateral_deltoid,primary,92
Cable One Arm Lateral Raise,trapezius,secondary,48
Cable One Arm Lateral Raise,triceps_brachii,secondary,36
Cable One Arm Preacher Curl,biceps_brachii,primary,90
Cable One Arm Preacher Curl,forearms,secondary,40
Cable One Arm Press On Exercise Ball,pectoralis_major,primary,85
Cable One Arm Press On Exercise Ball,anterior_deltoid,secondary,55
Cable One Arm Press On Exercise Ball,triceps_brachii,secondary,50
Cable One Arm Pulldown,latissimus_dorsi,primary,85
Cable One Arm Pulldown,biceps_brachii,secondary,50
Cable One Arm Pulldown,forearms,secondary,45
Cable One Arm Reverse Preacher Curl,biceps_brachii,primary,72
Cable One Arm Reverse Preacher Curl,forearms,secondary,55
Cable One Arm Straight Back High Row (kneeling),trapezius,primary,85
Cable One Arm Straight Back High Row (kneeling),biceps_brachii,secondary,50
Cable One Arm Straight Back High Row (kneeling),lateral_deltoid,secondary,35
Cable One Arm Tricep Pushdown,triceps_brachii,primary,90
Cable One Arm Tricep Pushdown,forearms,secondary,45
Cable Overhead Curl,biceps_brachii,primary,85
Cable Overhead Curl,forearms,secondary,45
Cable Overhead Curl,anterior_deltoid,secondary,35
Cable Overhead Curl On Exercise Ball,biceps_brachii,primary,90
Cable Overhead Curl On Exercise Ball,forearms,secondary,45
Cable Overhead Curl On Exercise Ball,anterior_deltoid,secondary,40
Cable Overhead Triceps Extension (rope Attachment),triceps_brachii,primary,88
Cable Overhead Triceps Extension (rope Attachment),anterior_deltoid,secondary,45
Cable Palm Rotational Row,trapezius,primary,85
Cable Palm Rotational Row,biceps_brachii,secondary,50
Cable Palm Rotational Row,forearms,secondary,55
Cable Preacher Curl,biceps_brachii,primary,85
Cable Preacher Curl,forearms,secondary,45
Cable Press On Exercise Ball,pectoralis_major,primary,85
Cable Press On Exercise Ball,anterior_deltoid,secondary,50
Cable Press On Exercise Ball,triceps_brachii,secondary,50
Cable Pull Through (with Rope),gluteus_maximus,primary,85
Cable Pull Through (with Rope),hamstrings,secondary,45
Cable Pull Through (with Rope),erector_spinae,secondary,40
Cable Pulldown,latissimus_dorsi,primary,85
Cable Pulldown,biceps_brachii,secondary,45
Cable Pulldown,forearms,secondary,40
Cable Pulldown (pro Lat Bar),latissimus_dorsi,primary,90
Cable Pulldown (pro Lat Bar),biceps_brachii,secondary,50
Cable Pulldown (pro Lat Bar),forearms,secondary,45
Cable Pulldown Bicep Curl,biceps_brachii,primary,85
Cable Pulldown Bicep Curl,forearms,secondary,45
Cable Pushdown,triceps_brachii,primary,88
Cable Pushdown,forearms,secondary,42
Cable Pushdown (straight Arm) V. 2,latissimus_dorsi,primary,88
Cable Pushdown (straight Arm) V. 2,triceps_brachii,secondary,40
Cable Pushdown (straight Arm) V. 2,lateral_deltoid,secondary,35
Cable Pushdown (with Rope Attachment),triceps_brachii,primary,85
Cable Pushdown (with Rope Attachment),forearms,secondary,45
Cable Rear Delt Row (stirrups),posterior_deltoid,primary,85
Cable Rear Delt Row (stirrups),trapezius,secondary,50
Cable Rear Delt Row (stirrups),rhomboids,secondary,55
Cable Rear Delt Row (stirrups),biceps_brachii,secondary,40
Cable Rear Delt Row (with Rope),posterior_deltoid,primary,85
Cable Rear Delt Row (with Rope),trapezius,secondary,45
Cable Rear Delt Row (with Rope),rhomboids,secondary,50
Cable Rear Delt Row (with Rope),biceps_brachii,secondary,35
Cable Rear Drive,triceps_brachii,primary,85
Cable Rear Drive,posterior_deltoid,secondary,40
Cable Rear Drive,latissimus_dorsi,secondary,35
Cable Rear Pulldown,latissimus_dorsi,primary,88
Cable Rear Pulldown,biceps_brachii,secondary,47
Cable Rear Pulldown,rhomboids,secondary,52
Cable Rear Pulldown,posterior_deltoid,secondary,43
Cable Reverse Crunch,rectus_abdominis,primary,82
Cable Reverse Crunch,hip_flexors,secondary,48
Cable Reverse Curl,biceps_brachii,primary,80
Cable Reverse Curl,forearms,secondary,55
Cable Reverse Grip Triceps Pushdown (sz-bar) (with Arm Blaster),triceps_brachii,primary,90
Cable Reverse Grip Triceps Pushdown (sz-bar) (with Arm Blaster),forearms,secondary,45
Cable Reverse One Arm Curl,biceps_brachii,primary,75
Cable Reverse One Arm Curl,forearms,secondary,55
Cable Reverse Preacher Curl,biceps_brachii,primary,85
Cable Reverse Preacher Curl,forearms,secondary,55
Cable Reverse Wrist Curl,forearms,primary,90
Cable Reverse-grip Pushdown,triceps_brachii,primary,88
Cable Reverse-grip Pushdown,forearms,secondary,45
Cable Reverse-grip Straight Back Seated High Row,trapezius,primary,80
Cable Reverse-grip Straight Back Seated High Row,biceps_brachii,secondary,55
Cable Reverse-grip Straight Back Seated High Row,forearms,secondary,45
Cable Rope Crossover Seated Row,trapezius,primary,85
Cable Rope Crossover Seated Row,biceps_brachii,secondary,50
Cable Rope Crossover Seated Row,forearms,secondary,55
Cable Rope Elevated Seated Row,trapezius,primary,85
Cable Rope Elevated Seated Row,biceps_brachii,secondary,50
Cable Rope Elevated Seated Row,forearms,secondary,55
Cable Rope Extension Incline Bench Row,trapezius,primary,90
Cable Rope Extension Incline Bench Row,biceps_brachii,secondary,50
Cable Rope Extension Incline Bench Row,anterior_deltoid,secondary,35
Cable Rope Hammer Preacher Curl,biceps_brachii,primary,85
Cable Rope Hammer Preacher Curl,forearms,secondary,50
Cable Rope High Pulley Overhead Tricep Extension,triceps_brachii,primary,90
Cable Rope High Pulley Overhead Tricep Extension,anterior_deltoid,secondary,40
Cable Rope Incline Tricep Extension,triceps_brachii,primary,85
Cable Rope Incline Tricep Extension,lateral_deltoid,secondary,40
Cable Rope Lying On Floor Tricep Extension,triceps_brachii,primary,92
Cable Rope Lying On Floor Tricep Extension,lateral_deltoid,secondary,41
Cable Rope One Arm Hammer Preacher Curl,biceps_brachii,primary,90
Cable Rope One Arm Hammer Preacher Curl,forearms,secondary,55
Cable Rope Seated Row,trapezius,primary,85
Cable Rope Seated Row,biceps_brachii,secondary,50
Cable Rope Seated Row,forearms,secondary,45
Cable Russian Twists (on Stability Ball),rectus_abdominis,primary,75
Cable Russian Twists (on Stability Ball),obliques,secondary,55
Cable Russian Twists (on Stability Ball),erector_spinae,secondary,45
Cable Seated Chest Press,pectoralis_major,primary,85
Cable Seated Chest Press,anterior_deltoid,secondary,48
Cable Seated Chest Press,triceps_brachii,secondary,45
Cable Seated Crunch,rectus_abdominis,primary,85
Cable Seated Crunch,obliques,secondary,45
Cable Seated Curl,biceps_brachii,primary,90
Cable Seated Curl,forearms,secondary,45
Cable Seated High Row (v-bar),latissimus_dorsi,primary,80
Cable Seated High Row (v-bar),biceps_brachii,secondary,45
Cable Seated High Row (v-bar),rhomboids,secondary,50
Cable Seated High Row (v-bar),posterior_deltoid,secondary,40
Cable Seated One Arm Alternate Row,trapezius,primary,80
Cable Seated One Arm Alternate Row,biceps_brachii,secondary,50
Cable Seated One Arm Alternate Row,forearms,secondary,55
Cable Seated One Arm Concentration Curl,biceps_brachii,primary,90
Cable Seated One Arm Concentration Curl,forearms,secondary,50
Cable Seated Overhead Curl,biceps_brachii,primary,85
Cable Seated Overhead Curl,forearms,secondary,40
Cable Seated Overhead Curl,anterior_deltoid,secondary,35
Cable Seated Rear Lateral Raise,posterior_deltoid,primary,90
Cable Seated Rear Lateral Raise,trapezius,secondary,50
Cable Seated Rear Lateral Raise,rhomboids,secondary,45
Cable Seated Row,trapezius,primary,85
Cable Seated Row,biceps_brachii,secondary,50
Cable Seated Row,forearms,secondary,45
Cable Seated Shoulder Internal Rotation,lateral_deltoid,primary,75
Cable Seated Shoulder Internal Rotation,rotator_cuff,secondary,50
Cable Seated Shoulder Internal Rotation,triceps_brachii,secondary,40
Cable Seated Twist,rectus_abdominis,primary,85
Cable Seated Twist,obliques,secondary,60
Cable Seated Wide-grip Row,trapezius,primary,80
Cable Seated Wide-grip Row,biceps_brachii,secondary,45
Cable Seated Wide-grip Row,forearms,secondary,50
Cable Shoulder Press,anterior_deltoid,primary,90
Cable Shoulder Press,triceps_brachii,secondary,50
Cable Shoulder Press,trapezius,secondary,45
Cable Shrug,trapezius,primary,90
Cable Shrug,lateral_deltoid,secondary,40
Cable Side Bend,rectus_abdominis,primary,75
Cable Side Bend,obliques,secondary,55
Cable Side Bend Crunch (bosu Ball),rectus_abdominis,primary,85
Cable Side Bend Crunch (bosu Ball),obliques,secondary,55
Cable Side Crunch,rectus_abdominis,primary,78
Cable Side Crunch,obliques,secondary,55
Cable Squat Row (with Rope Attachment),latissimus_dorsi,primary,85
Cable Squat Row (with Rope Attachment),biceps_brachii,secondary,45
Cable Squat Row (with Rope Attachment),rhomboids,secondary,55
Cable Squat Row (with Rope Attachment),posterior_deltoid,secondary,50
Cable Squatting Curl,biceps_brachii,primary,90
Cable Squatting Curl,forearms,secondary,45
Cable Standing Back Wrist Curl,forearms,primary,90
Cable Standing Back Wrist Curl,biceps_brachii,secondary,45
Cable Standing Back Wrist Curl,brachialis,secondary,40
Cable Standing Calf Raise,calves,primary,85
Cable Standing Calf Raise,hamstrings,secondary,35
Cable Standing Calf Raise,gluteus_maximus,secondary,35
Cable Standing Cross-over High Reverse Fly,posterior_deltoid,primary,90
Cable Standing Cross-over High Reverse Fly,trapezius,secondary,50
Cable Standing Cross-over High Reverse Fly,rhomboids,secondary,50
Cable Standing Crunch,rectus_abdominis,primary,90
Cable Standing Crunch,obliques,secondary,50
Cable Standing Crunch (with Rope Attachment),rectus_abdominis,primary,90
Cable Standing Crunch (with Rope Attachment),obliques,secondary,45
Cable Standing Fly,pectoralis_major,primary,85
Cable Standing Fly,lateral_deltoid,secondary,35
Cable Standing Fly,triceps_brachii,secondary,30
Cable Standing Hip Extension,gluteus_maximus,primary,85
Cable Standing Hip Extension,hamstrings,secondary,45
Cable Standing Hip Extension,quadriceps,secondary,35
Cable Standing Inner Curl,biceps_brachii,primary,85
Cable Standing Inner Curl,forearms,secondary,45
Cable Standing Lift,rectus_abdominis,primary,85
Cable Standing Lift,obliques,secondary,55
Cable Standing Lift,erector_spinae,secondary,45
Cable Standing One Arm Triceps Extension,triceps_brachii,primary,90
Cable Standing One Arm Triceps Extension,lateral_deltoid,secondary,40
Cable Standing One Leg Calf Raise,calves,primary,90
Cable Standing Pulldown (with Rope),biceps_brachii,primary,80
Cable Standing Pulldown (with Rope),forearms,secondary,45
Cable Standing Pulldown (with Rope),lateral_deltoid,secondary,35
Cable Standing Rear Delt Row (with Rope),posterior_deltoid,primary,85
Cable Standing Rear Delt Row (with Rope),trapezius,secondary,55
Cable Standing Rear Delt Row (with Rope),rhomboids,secondary,50
Cable Standing Rear Delt Row (with Rope),biceps_brachii,secondary,40
Cable Standing Reverse Grip One Arm Overhead Tricep Extension,triceps_brachii,primary,90
Cable Standing Reverse Grip One Arm Overhead Tricep Extension,posterior_deltoid,secondary,45
Cable Standing Row (v-bar),trapezius,primary,85
Cable Standing Row (v-bar),biceps_brachii,secondary,55
Cable Standing Row (v-bar),lateral_deltoid,secondary,38
Cable Standing Shoulder External Rotation,lateral_deltoid,primary,80
Cable Standing Shoulder External Rotation,rotator_cuff,secondary,55
Cable Standing Shoulder External Rotation,trapezius,secondary,45
Cable Standing Twist Row (v-bar),trapezius,primary,85
Cable Standing Twist Row (v-bar),biceps_brachii,secondary,50
Cable Standing Twist Row (v-bar),lateral_deltoid,secondary,40
Cable Standing Up Straight Crossovers,pectoralis_major,primary,85
Cable Standing Up Straight Crossovers,lateral_deltoid,secondary,40
Cable Standing Up Straight Crossovers,triceps_brachii,secondary,35
Cable Straight Arm Pulldown,latissimus_dorsi,primary,90
Cable Straight Arm Pulldown,lateral_deltoid,secondary,40
Cable Straight Arm Pulldown,biceps_brachii,secondary,35
Cable Straight Arm Pulldown (with Rope),latissimus_dorsi,primary,90
Cable Straight Arm Pulldown (with Rope),biceps_brachii,secondary,40
Cable Straight Arm Pulldown (with Rope),forearms,secondary,45
Cable Straight Back Seated Row,trapezius,primary,85
Cable Straight Back Seated Row,biceps_brachii,secondary,45
Cable Straight Back Seated Row,forearms,secondary,40
Cable Straight Back Seated Row,lateral_deltoid,secondary,35
Cable Supine Reverse Fly,posterior_deltoid,primary,85
Cable Supine Reverse Fly,trapezius,secondary,50
Cable Supine Reverse Fly,rhomboids,secondary,55
Cable Thibaudeau Kayak Row,latissimus_dorsi,primary,92
Cable Thibaudeau Kayak Row,biceps_brachii,secondary,55
Cable Thibaudeau Kayak Row,rhomboids,secondary,48
Cable Thibaudeau Kayak Row,posterior_deltoid,secondary,42
Cable Triceps Pushdown (v-bar),triceps_brachii,primary,88
Cable Triceps Pushdown (v-bar),forearms,secondary,45
Cable Triceps Pushdown (v-bar) (with Arm Blaster),triceps_brachii,primary,90
Cable Triceps Pushdown (v-bar) (with Arm Blaster),forearms,secondary,50
Cable Tuck Reverse Crunch,rectus_abdominis,primary,85
Cable Tuck Reverse Crunch,hip_flexors,secondary,55
Cable Twist,rectus_abdominis,primary,80
Cable Twist,obliques,secondary,58
Cable Twist (up-down),rectus_abdominis,primary,80
Cable Twist (up-down),obliques,secondary,55
Cable Twist (up-down),erector_spinae,secondary,40
Cable Twisting Pull,latissimus_dorsi,primary,85
Cable Twisting Pull,lateral_deltoid,secondary,45
Cable Twisting Pull,biceps_brachii,secondary,55
Cable Two Arm Curl On Incline Bench,biceps_brachii,primary,90
Cable Two Arm Curl On Incline Bench,forearms,secondary,45
Cable Two Arm Tricep Kickback,triceps_brachii,primary,85
Cable Two Arm Tricep Kickback,lateral_deltoid,secondary,40
Cable Underhand Pulldown,latissimus_dorsi,primary,85
Cable Underhand Pulldown,biceps_brachii,secondary,55
Cable Underhand Pulldown,forearms,secondary,45
Cable Upper Chest Crossovers,pectoralis_major,primary,85
Cable Upper Chest Crossovers,anterior_deltoid,secondary,50
Cable Upper Chest Crossovers,triceps_brachii,secondary,35
Cable Upper Row,trapezius,primary,85
Cable Upper Row,biceps_brachii,secondary,50
Cable Upper Row,lateral_deltoid,secondary,40
Cable Upright Row,lateral_deltoid,primary,80
Cable Upright Row,trapezius,secondary,50
Cable Upright Row,biceps_brachii,secondary,45
Cable Wide Grip Rear Pulldown Behind Neck,latissimus_dorsi,primary,85
Cable Wide Grip Rear Pulldown Behind Neck,biceps_brachii,secondary,50
Cable Wide Grip Rear Pulldown Behind Neck,rhomboids,secondary,45
Cable Wide Grip Rear Pulldown Behind Neck,posterior_deltoid,secondary,40
Cable Wrist Curl,forearms,primary,90
Cable Wrist Curl,biceps_brachii,secondary,50
Cable Wrist Curl,brachialis,secondary,45
Calf Push Stretch With Hands Against Wall,calves,primary,75
Calf Push Stretch With Hands Against Wall,hamstrings,secondary,40
Calf Stretch With Hands Against Wall,calves,primary,85
Calf Stretch With Hands Against Wall,hamstrings,secondary,35
Calf Stretch With Rope,calves,primary,85
Calf Stretch With Rope,hamstrings,secondary,40
Cambered Bar Lying Row,trapezius,primary,85
Cambered Bar Lying Row,biceps_brachii,secondary,50
Cambered Bar Lying Row,forearms,secondary,45
Captains Chair Straight Leg Raise,rectus_abdominis,primary,85
Captains Chair Straight Leg Raise,hip_flexors,secondary,55
Chair Leg Extended Stretch,quadriceps,primary,80
Chair Leg Extended Stretch,hamstrings,secondary,45
Chair Leg Extended Stretch,calves,secondary,40
Chest And Front Of Shoulder Stretch,pectoralis_major,primary,85
Chest And Front Of Shoulder Stretch,anterior_deltoid,secondary,45
Chest Dip,pectoralis_major,primary,85
Chest Dip,triceps_brachii,secondary,55
Chest Dip,anterior_deltoid,secondary,45
Chest Dip (on Dip-pull-up Cage),pectoralis_major,primary,85
Chest Dip (on Dip-pull-up Cage),triceps_brachii,secondary,55
Chest Dip (on Dip-pull-up Cage),anterior_deltoid,secondary,50
Chest Dip On Straight Bar,pectoralis_major,primary,85
Chest Dip On Straight Bar,triceps_brachii,secondary,55
Chest Dip On Straight Bar,anterior_deltoid,secondary,45
Chest Stretch With Exercise Ball,pectoralis_major,primary,68
Chest Stretch With Exercise Ball,anterior_deltoid,secondary,38
Chest Stretch With Exercise Ball,triceps_brachii,secondary,32
Chest Tap Push-up (male),pectoralis_major,primary,90
Chest Tap Push-up (male),triceps_brachii,secondary,55
Chest Tap Push-up (male),anterior_deltoid,secondary,50
Chin-up,latissimus_dorsi,primary,88
Chin-up,biceps_brachii,secondary,55
Chin-up,forearms,secondary,50
Chin-ups (narrow Parallel Grip),trapezius,primary,80
Chin-ups (narrow Parallel Grip),biceps_brachii,secondary,55
Chin-ups (narrow Parallel Grip),forearms,secondary,58
Circles Knee Stretch,calves,primary,70
Circles Knee Stretch,hamstrings,secondary,40
Circles Knee Stretch,quadriceps,secondary,40
Clap Push Up,pectoralis_major,primary,92
Clap Push Up,triceps_brachii,secondary,55
Clap Push Up,anterior_deltoid,secondary,48
Clock Push-up,pectoralis_major,primary,85
Clock Push-up,triceps_brachii,secondary,55
Clock Push-up,anterior_deltoid,secondary,50
Clock Push-up,rectus_abdominis,secondary,58
Close Grip Chin-up,latissimus_dorsi,primary,90
Close Grip Chin-up,biceps_brachii,secondary,55
Close Grip Chin-up,forearms,secondary,50
Close-grip Push-up,triceps_brachii,primary,85
Close-grip Push-up,pectoralis_major,secondary,45
Close-grip Push-up,anterior_deltoid,secondary,40
Close-grip Push-up (on Knees),triceps_brachii,primary,88
Close-grip Push-up (on Knees),pectoralis_major,secondary,45
Close-grip Push-up (on Knees),anterior_deltoid,secondary,49
Cocoons,rectus_abdominis,primary,90
Cocoons,hip_flexors,secondary,55
Cocoons,erector_spinae,secondary,40
Crab Twist Toe Touch,rectus_abdominis,primary,80
Crab Twist Toe Touch,obliques,secondary,55
Crab Twist Toe Touch,hip_flexors,secondary,45
Cross Body Crunch,rectus_abdominis,primary,80
Cross Body Crunch,obliques,secondary,50
Crunch (hands Overhead),rectus_abdominis,primary,90
Crunch (hands Overhead),hip_flexors,secondary,45
"Crunch (on Stability Ball, Arms Straight)",rectus_abdominis,primary,85
"Crunch (on Stability Ball, Arms Straight)",hip_flexors,secondary,45
Crunch (on Stability Ball),rectus_abdominis,primary,90
Crunch (on Stability Ball),hip_flexors,secondary,50
Crunch Floor,rectus_abdominis,primary,85
Crunch Floor,hip_flexors,secondary,45
Curl-up,rectus_abdominis,primary,85
Curl-up,hip_flexors,secondary,45
Curtsey Squat,gluteus_maximus,primary,90
Curtsey Squat,quadriceps,secondary,50
Curtsey Squat,hamstrings,secondary,45
Curtsey Squat,calves,secondary,35
Dead Bug,rectus_abdominis,primary,85
Dead Bug,hip_flexors,secondary,45
Dead Bug,erector_spinae,secondary,40
Decline Crunch,rectus_abdominis,primary,85
Decline Crunch,hip_flexors,secondary,45
Decline Push-up,pectoralis_major,primary,88
Decline Push-up,triceps_brachii,secondary,50
Decline Push-up,anterior_deltoid,secondary,52
Decline Sit-up,rectus_abdominis,primary,85
Decline Sit-up,hip_flexors,secondary,50
Decline Sit-up,erector_spinae,secondary,35
Deep Push Up,pectoralis_major,primary,90
Deep Push Up,triceps_brachii,secondary,50
Deep Push Up,anterior_deltoid,secondary,50
Diamond Push-up,triceps_brachii,primary,90
Diamond Push-up,pectoralis_major,secondary,45
Diamond Push-up,anterior_deltoid,secondary,50
Donkey Calf Raise,calves,primary,85
Donkey Calf Raise,hamstrings,secondary,40
Donkey Calf Raise,gluteus_maximus,secondary,45
Drop Push Up,pectoralis_major,primary,90
Drop Push Up,triceps_brachii,secondary,55
Drop Push Up,anterior_deltoid,secondary,50
Dumbbell Alternate Biceps Curl,biceps_brachii,primary,88
Dumbbell Alternate Biceps Curl,forearms,secondary,52
Dumbbell Alternate Biceps Curl (with Arm Blaster),biceps_brachii,primary,90
Dumbbell Alternate Biceps Curl (with Arm Blaster),forearms,secondary,45
Dumbbell Alternate Hammer Preacher Curl,biceps_brachii,primary,88
Dumbbell Alternate Hammer Preacher Curl,forearms,secondary,55
Dumbbell Alternate Preacher Curl,biceps_brachii,primary,90
Dumbbell Alternate Preacher Curl,forearms,secondary,45
Dumbbell Alternate Seated Hammer Curl,biceps_brachii,primary,88
Dumbbell Alternate Seated Hammer Curl,forearms,secondary,55
Dumbbell Alternate Side Press,anterior_deltoid,primary,85
Dumbbell Alternate Side Press,triceps_brachii,secondary,45
Dumbbell Alternate Side Press,rectus_abdominis,secondary,40
